,adaptability,affection_level,alt_names,bidability,cat_friendly,cfa_url,child_friendly,country_code,country_codes,description,dog_friendly,energy_level,experimental,grooming,hairless,health_issues,hypoallergenic,id,indoor,intelligence,lap,life_span,name,natural,origin,rare,rex,shedding_level,short_legs,social_needs,stranger_friendly,suppressed_tail,temperament,vcahospitals_url,vetstreet_url,vocalisation,weight,wikipedia_url
32,5,5,"Havana, HB",,,http://cfa.org/Breeds/BreedsCJ/HavanaBrown.aspx,4,GB,GB,"The Havana Brown is human oriented, playful, and curious. She has a strong desire to spend time with her people and involve herself in everything they do. Being naturally inquisitive, the Havana Brown reaches out with a paw to touch and feel when investigating curiosities in its environment. They are truly sensitive by nature and frequently gently touch their human companions as if they are extending a paw of friendship.",5,3,0,1,0,1,0,hbro,0,5,1.0,10 - 15,Havana Brown,0,United Kingdom,0,0,3,0,5,3,0,"Affectionate, Curious, Demanding, Friendly, Intelligent, Playful",https://vcahospitals.com/know-your-pet/cat-breeds/havana-brown,http://www.vetstreet.com/cats/havana-brown,1,"{'imperial': '6 - 10', 'metric': '3 - 5'}",https://en.wikipedia.org/wiki/Havana_Brown
33,5,5,"Himalayan Persian, Colourpoint Persian, Longhaired Colourpoint, Himmy",,,,2,US,US,"Calm and devoted, Himalayans make excellent companions, though they prefer a quieter home. They are playful in a sedate kind of way and enjoy having an assortment of toys. The Himalayan will stretch out next to you, sleep in your bed and even sit on your lap when she is in the mood.",2,1,0,5,0,3,0,hima,0,3,1.0,9 - 15,Himalayan,0,United States,0,0,4,0,4,2,0,"Dependent, Gentle, Intelligent, Quiet, Social",https://vcahospitals.com/know-your-pet/cat-breeds/himalayan,http://www.vetstreet.com/cats/himalayan,1,"{'imperial': '7 - 14', 'metric': '3 - 6'}",https://en.wikipedia.org/wiki/Himalayan_(cat)
34,5,5,Japanese Truncated Cat,,,http://cfa.org/Breeds/BreedsCJ/JapaneseBobtail.aspx,4,JP,JP,"The Japanese Bobtail is an active, sweet, loving and highly intelligent breed. They love to be with people and play seemingly endlessly. They learn their name and respond to it. They bring toys to people and play fetch with a favorite toy for hours. Bobtails are social and are at their best when in the company of people. They take over the house and are not intimidated. If a dog is in the house, Bobtails assume Bobtails are in charge.",5,5,0,1,0,1,0,jbob,0,5,1.0,14 - 16,Japanese Bobtail,1,Japan,0,0,3,0,5,5,1,"Active, Agile, Clever, Easy Going, Intelligent, Lively, Loyal, Playful, Social",https://vcahospitals.com/know-your-pet/cat-breeds/japanese-bobtail,http://www.vetstreet.com/cats/japanese-bobtail,5,"{'imperial': '5 - 10', 'metric': '2 - 5'}",https://en.wikipedia.org/wiki/Japanese_Bobtail
35,4,5, ,,,,4,US,US,"Javanese are endlessly interested, intelligent and active. They tend to enjoy jumping to great heights, playing with fishing pole-type or other interactive toys and just generally investigating their surroundings. He will attempt to copy things you do, such as opening doors or drawers.",4,5,0,1,0,3,1,java,0,5,,10 - 12,Javanese,0,United States,0,0,2,0,5,3,0,"Active, Devoted, Intelligent, Playful",https://vcahospitals.com/know-your-pet/cat-breeds/javanese,http://www.vetstreet.com/cats/javanese,5,"{'imperial': '5 - 10', 'metric': '2 - 5'}",https://en.wikipedia.org/wiki/Javanese_cat
36,4,4,Diamond Eye cat,,3.0,http://cfa.org/Breeds/BreedsKthruR/KhaoManee.aspx,3,TH,TH,"The Khao Manee is highly intelligent, with an extrovert and inquisitive nature, however they are also very calm and relaxed, making them an idea lap cat.",3,3,0,3,0,1,0,khao,0,4,1.0,10 - 12,Khao Manee,0,Thailand,0,0,3,0,3,3,0,"Calm, Relaxed, Talkative, Playful, Warm",,,5,"{'imperial': '8 - 12', 'metric': '4 - 6'}",https://en.wikipedia.org/wiki/Khao_Manee
37,5,5,,,,http://cfa.org/Breeds/BreedsKthruR/Korat.aspx,4,TH,TH,"The Korat is a natural breed, and one of the oldest stable cat breeds. They are highly intelligent and confident cats that can be fearless, although they are startled by loud sounds and sudden movements. Korats form strong bonds with their people and like to cuddle and stay nearby.",5,3,0,1,0,1,0,kora,0,5,,10 - 15,Korat,0,Thailand,1,0,3,0,5,2,0,"Active, Loyal, highly intelligent, Expressive, Trainable",https://vcahospitals.com/know-your-pet/cat-breeds/korat,http://www.vetstreet.com/cats/korat,3,"{'imperial': '7 - 11', 'metric': '3 - 5'}",https://en.wikipedia.org/wiki/Korat
38,5,5,,,,,5,RU,RU,"The character of the Kurilian Bobtail is independent, highly intelligent, clever, inquisitive, sociable, playful, trainable, absent of aggression and very gentle. They are devoted to their humans and when allowed are either on the lap of or sleeping in bed with their owners.",5,5,0,1,0,1,0,kuri,0,5,,15 - 20,Kurilian,1,Russia,0,0,2,0,5,5,1,"Independent, highly intelligent, clever, inquisitive, sociable, playful, trainable",,http://www.vetstreet.com/cats/kurilian-bobtail,3,"{'imperial': '8 - 15', 'metric': '4 - 7'}",https://en.wikipedia.org/wiki/Kurilian_Bobtail
39,5,5,Si-Sawat,,,http://cfa.org/Breeds/BreedsKthruR/LaPerm.aspx,4,TH,TH,"LaPerms are gentle and affectionate but also very active. Unlike many active breeds, the LaPerm is also quite content to be a lap cat. The LaPerm will often follow your lead; that is, if they are busy playing and you decide to sit and relax, simply pick up your LaPerm and sit down with it, and it will stay in your lap, devouring the attention you give it.",5,4,0,1,0,1,1,lape,0,5,1.0,10 - 15,LaPerm,0,Thailand,0,1,3,0,4,4,0,"Affectionate, Friendly, Gentle, Intelligent, Playful, Quiet",https://vcahospitals.com/know-your-pet/cat-breeds/laperm,http://www.vetstreet.com/cats/laperm,3,"{'imperial': '6 - 10', 'metric': '3 - 5'}",https://en.wikipedia.org/wiki/LaPerm
40,5,5,"Coon Cat, Maine Cat, Maine Shag, Snowshoe Cat, American Longhair, The Gentle Giants",,,http://cfa.org/Breeds/BreedsKthruR/MaineCoon.aspx,4,US,US,"They are known for their size and luxurious long coat Maine Coons are considered a gentle giant. The good-natured and affable Maine Coon adapts well to many lifestyles and personalities. She likes being with people and has the habit of following them around, but isn’t needy. Most Maine Coons love water and they can be quite good swimmers.",5,3,0,3,0,3,0,mcoo,0,5,1.0,12 - 15,Maine Coon,1,United States,0,0,3,0,3,5,0,"Adaptable, Intelligent, Loving, Gentle, Independent",https://vcahospitals.com/know-your-pet/cat-breeds/maine-coon,http://www.vetstreet.com/cats/maine-coon,1,"{'imperial': '12 - 18', 'metric': '5 - 8'}",https://en.wikipedia.org/wiki/Maine_Coon
41,5,5,Asian,,,,4,GB,GB,"Malayans love to explore and even enjoy traveling by way of a cat carrier. They are quite a talkative and rather loud cat with an apparent strong will. These cats will make sure that you give it the attention it seeks and always seem to want to be held and hugged. They will constantly interact with people, even strangers. They love to play and cuddle.",5,5,0,1,0,1,0,mala,0,3,,12 - 18,Malayan,0,United Kingdom,0,0,1,0,3,3,0,"Affectionate, Interactive, Playful, Social",,,5,"{'imperial': '6 - 13', 'metric': '3 - 6'}",https://en.wikipedia.org/wiki/Asian_cat
42,5,5,"Manks, Stubbin, Rumpy",,,http://cfa.org/Breeds/BreedsKthruR/Manx.aspx,4,IM,IM,"The Manx is a placid, sweet cat that is gentle and playful. She never seems to get too upset about anything. She is a loving companion and adores being with people.",5,5,0,1,0,3,0,manx,0,5,1.0,12 - 14,Manx,1,Isle of Man,0,0,5,0,5,3,1,"Easy Going, Intelligent, Loyal, Playful, Social",https://vcahospitals.com/know-your-pet/cat-breeds/manx,http://www.vetstreet.com/cats/manx,3,"{'imperial': '7 - 13', 'metric': '3 - 6'}",https://en.wikipedia.org/wiki/Manx_(cat)
43,5,5,,,,,4,US,US,The Munchkin is an outgoing cat who enjoys being handled. She has lots of energy and is faster and more agile than she looks. The shortness of their legs does not seem to interfere with their running and leaping abilities.,5,4,0,2,0,3,0,munc,0,5,1.0,10 - 15,Munchkin,0,United States,0,0,3,1,5,5,0,"Agile, Easy Going, Intelligent, Playful",,http://www.vetstreet.com/cats/munchkin,3,"{'imperial': '5 - 9', 'metric': '2 - 4'}",https://en.wikipedia.org/wiki/Munchkin_(cat)
44,5,5,Longhaired Russian Blue,,,,4,US,US,"The Nebelung may have a reserved nature, but she loves to play (being especially fond of retrieving) and enjoys jumping or climbing to high places where she can study people and situations at her leisure before making up her mind about whether she wants to get involved.",4,3,0,3,0,2,0,nebe,0,5,1.0,11 - 16,Nebelung,0,United States,1,0,3,0,3,3,0,"Gentle, Quiet, Shy, Playful",,,1,"{'imperial': '7 - 11', 'metric': '3 - 5'}",https://en.wikipedia.org/wiki/Nebelung
45,5,5,"Skogkatt / Skaukatt, Norsk Skogkatt / Norsk Skaukatt, Weegie",,,http://cfa.org/Breeds/BreedsKthruR/NorwegianForestCat.aspx,4,NO,NO,"The Norwegian Forest Cat is a sweet, loving cat. She appreciates praise and loves to interact with her parent. She makes a loving companion and bonds with her parents once she accepts them for her own. She is still a hunter at heart. She loves to chase toys as if they are real. She is territorial and patrols several times each day to make certain that all is fine.",5,3,0,2,0,3,0,norw,0,4,,12 - 16,Norwegian Forest Cat,1,Norway,0,0,3,0,5,5,0,"Sweet, Active, Intelligent, Social, Playful, Lively, Curious",https://vcahospitals.com/know-your-pet/cat-breeds/norwegian-forest-cat,http://www.vetstreet.com/cats/norwegian-forest-cat,1,"{'imperial': '8 - 16', 'metric': '4 - 7'}",https://en.wikipedia.org/wiki/Norwegian_Forest_Cat
46,5,5,,,,http://cfa.org/Breeds/BreedsKthruR/Ocicat.aspx,4,US,US,"Loyal and devoted to their owners, the Ocicat is intelligent, confident, outgoing, and seems to have many dog traits. They can be trained to fetch toys, walk on a lead, taught to 'speak', come when called, and follow other commands. ",5,5,0,1,0,3,1,ocic,0,5,,12 - 14,Ocicat,0,United States,0,0,3,0,5,5,0,"Active, Agile, Curious, Demanding, Friendly, Gentle, Lively, Playful, Social",https://vcahospitals.com/know-your-pet/cat-breeds/ocicat,http://www.vetstreet.com/cats/ocicat,3,"{'imperial': '7 - 15', 'metric': '3 - 7'}",https://en.wikipedia.org/wiki/Ocicat
47,5,5,Foreign Type,,,http://cfa.org/Breeds/BreedsKthruR/Oriental.aspx,4,US,US,"Orientals are passionate about the people in their lives. They become extremely attached to their humans, so be prepared for a lifetime commitment. When you are not available to entertain her, an Oriental will divert herself by jumping on top of the refrigerator, opening drawers, seeking out new hideaways.",5,5,0,1,0,3,1,orie,0,5,1.0,12 - 14,Oriental,0,United States,0,0,3,0,5,3,0,"Energetic, Affectionate, Intelligent, Social, Playful, Curious",https://vcahospitals.com/know-your-pet/cat-breeds/oriental,http://www.vetstreet.com/cats/oriental,5,"{'imperial': '5 - 10', 'metric': '2 - 5'}",https://en.wikipedia.org/wiki/Oriental_Shorthair
48,5,5,"Longhair, Persian Longhair, Shiraz, Shirazi",,,http://cfa.org/Breeds/BreedsKthruR/Persian.aspx,2,IR,IR,"Persians are sweet, gentle cats that can be playful or quiet and laid-back. Great with families and children, they absolutely love to lounge around the house. While they don’t mind a full house or active kids, they’ll usually hide when they need some alone time.",2,1,0,5,0,3,0,pers,0,3,1.0,14 - 15,Persian,1,Iran (Persia),0,0,4,0,4,2,0,"Affectionate, loyal, Sedate, Quiet",https://vcahospitals.com/know-your-pet/cat-breeds/persian,http://www.vetstreet.com/cats/persian,1,"{'imperial': '9 - 14', 'metric': '4 - 6'}",https://en.wikipedia.org/wiki/Persian_(cat)
49,5,5,,,,,4,US,US,"Companionable and affectionate, the Pixie-bob wants to be an integral part of the family. The Pixie-Bob’s ability to bond with their humans along with their patient personas make them excellent companions for children.",5,4,0,1,0,2,0,pixi,0,5,1.0,13 - 16,Pixie-bob,0,United States,0,0,3,0,4,4,1,"Affectionate, Social, Intelligent, Loyal",,http://www.vetstreet.com/cats/pixiebob,1,"{'imperial': '8 - 17', 'metric': '4 - 8'}",https://en.wikipedia.org/wiki/Pixiebob
50,5,5,,,,http://cfa.org/Breeds/BreedsKthruR/Ragamuffin.aspx,4,US,US,"The Ragamuffin is calm, even tempered and gets along well with all family members. Changes in routine generally do not upset her. She is an ideal companion for those in apartments, and with children due to her patient nature.",5,3,0,3,0,3,0,raga,0,5,1.0,12 - 16,Ragamuffin,0,United States,0,0,3,0,3,5,0,"Affectionate, Friendly, Gentle, Calm",https://vcahospitals.com/know-your-pet/cat-breeds/ragamuffin,http://www.vetstreet.com/cats/ragamuffin,1,"{'imperial': '8 - 20', 'metric': '4 - 9'}",https://en.wikipedia.org/wiki/Ragamuffin_cat
51,5,5,Rag doll,,,http://cfa.org/Breeds/BreedsKthruR/Ragdoll.aspx,4,US,US,"Ragdolls love their people, greeting them at the door, following them around the house, and leaping into a lap or snuggling in bed whenever given the chance. They are the epitome of a lap cat, enjoy being carried and collapsing into the arms of anyone who holds them.",5,3,0,2,0,3,0,ragd,0,3,1.0,12 - 17,Ragdoll,0,United States,0,0,3,0,5,3,0,"Affectionate, Friendly, Gentle, Quiet, Easygoing",https://vcahospitals.com/know-your-pet/cat-breeds/ragdoll,http://www.vetstreet.com/cats/ragdoll,1,"{'imperial': '12 - 20', 'metric': '5 - 9'}",https://en.wikipedia.org/wiki/Ragdoll
52,3,3,"Archangel Blue, Archangel Cat",,,http://cfa.org/Breeds/BreedsKthruR/RussianBlue.aspx,3,RU,RU,Russian Blues are very loving and reserved. They do not like noisy households but they do like to play and can be quite active when outdoors. They bond very closely with their owner and are known to be compatible with other pets.,3,3,0,3,0,1,1,rblu,0,3,1.0,10 - 16,Russian Blue,1,Russia,0,0,3,0,3,1,0,"Active, Dependent, Easy Going, Gentle, Intelligent, Loyal, Playful, Quiet",https://vcahospitals.com/know-your-pet/cat-breeds/russian-blue,http://www.vetstreet.com/cats/russian-blue-nebelung,1,"{'imperial': '5 - 11', 'metric': '2 - 5'}",https://en.wikipedia.org/wiki/Russian_Blue
53,5,5,,,,,4,US,US,"Savannah is the feline version of a dog. Actively seeking social interaction, they are given to pouting if left out. Remaining kitten-like through life. Profoundly loyal to immediate family members whilst questioning the presence of strangers. Making excellent companions that are loyal, intelligent and eager to be involved.",5,5,1,1,0,1,0,sava,0,5,,17 - 20,Savannah,0,United States,0,0,3,0,5,5,0,"Curious, Social, Intelligent, Loyal, Outgoing, Adventurous, Affectionate",,http://www.vetstreet.com/cats/savannah,1,"{'imperial': '8 - 25', 'metric': '4 - 11'}",https://en.wikipedia.org/wiki/Savannah_cat
54,5,5,Scot Fold,,,http://cfa.org/Breeds/BreedsSthruT/ScottishFold.aspx,4,GB,GB,"The Scottish Fold is a sweet, charming breed. She is an easy cat to live with and to care for. She is affectionate and is comfortable with all members of her family. Her tail should be handled gently. Folds are known for sleeping on their backs, and for sitting with their legs stretched out and their paws on their belly. This is called the ""Buddha Position"".",5,3,0,1,0,4,0,sfol,0,3,,11 - 14,Scottish Fold,0,United Kingdom,0,0,3,0,3,3,0,"Affectionate, Intelligent, Loyal, Playful, Social, Sweet, Loving",https://vcahospitals.com/know-your-pet/cat-breeds/scottish-fold,http://www.vetstreet.com/cats/scottish-fold-highland-fold,1,"{'imperial': '5 - 11', 'metric': '2 - 5'}",https://en.wikipedia.org/wiki/Scottish_Fold
55,5,5,Shepherd Cat,,,http://cfa.org/Breeds/BreedsSthruT/SelkirkRex.aspx,4,US,US,"The Selkirk Rex is an incredibly patient, loving, and tolerant breed. The Selkirk also has a silly side and is sometimes described as clownish. She loves being a lap cat and will be happy to chat with you in a quiet voice if you talk to her. ",5,3,0,2,0,4,1,srex,0,3,1.0,14 - 15,Selkirk Rex,0,United States,0,1,1,0,3,3,0,"Active, Affectionate, Dependent, Gentle, Patient, Playful, Quiet, Social",https://vcahospitals.com/know-your-pet/cat-breeds/selkirk-rex,http://www.vetstreet.com/cats/selkirk-rex,3,"{'imperial': '6 - 16', 'metric': '3 - 7'}",https://en.wikipedia.org/wiki/Selkirk_Rex
56,5,5,"Siam, Thai Cat",,,http://cfa.org/Breeds/BreedsSthruT/Siamese.aspx,4,TH,TH,"While Siamese cats are extremely fond of their people, they will follow you around and supervise your every move, being talkative and opinionated. They are a demanding and social cat, that do not like being left alone for long periods.",5,5,0,1,0,1,1,siam,0,5,1.0,12 - 15,Siamese,0,Thailand,0,0,2,0,5,5,0,"Active, Agile, Clever, Sociable, Loving, Energetic",https://vcahospitals.com/know-your-pet/cat-breeds/siamese,http://www.vetstreet.com/cats/siamese,5,"{'imperial': '8 - 15', 'metric': '4 - 7'}",https://en.wikipedia.org/wiki/Siamese_(cat)
57,5,5,"Moscow Semi-longhair, HairSiberian Forest Cat",,,http://cfa.org/Breeds/BreedsSthruT/Siberian.aspx,4,RU,RU,"The Siberians dog like temperament and affection makes the ideal lap cat and will live quite happily indoors. Very agile and powerful, the Siberian cat can easily leap and reach high places, including the tops of refrigerators and even doors. ",5,5,0,2,0,2,1,sibe,0,5,1.0,12 - 15,Siberian,1,Russia,0,0,3,0,4,3,0,"Curious, Intelligent, Loyal, Sweet, Agile, Playful, Affectionate",https://vcahospitals.com/know-your-pet/cat-breeds/siberian,http://www.vetstreet.com/cats/siberian,1,"{'imperial': '8 - 16', 'metric': '4 - 7'}",https://en.wikipedia.org/wiki/Siberian_(cat)
58,5,5,"Drain Cat, Kucinta, Pura",,,http://cfa.org/Breeds/BreedsSthruT/Singapura.aspx,4,SP,SP,"The Singapura is usually cautious when it comes to meeting new people, but loves attention from his family so much that she sometimes has the reputation of being a pest. This is a highly active, curious and affectionate cat. She may be small, but she knows she’s in charge",5,5,0,1,0,1,0,sing,0,5,1.0,12 - 15,Singapura,0,Singapore,0,0,3,0,5,5,0,"Affectionate, Curious, Easy Going, Intelligent, Interactive, Lively, Loyal",https://vcahospitals.com/know-your-pet/cat-breeds/singapura,http://www.vetstreet.com/cats/singapura,1,"{'imperial': '5 - 8', 'metric': '2 - 4'}",https://en.wikipedia.org/wiki/Singapura_(cat)
59,5,5,,,,,4,US,US,"The Snowshoe is a vibrant, energetic, affectionate and intelligent cat. They love being around people which makes them ideal for families, and becomes unhappy when left alone for long periods of time. Usually attaching themselves to one person, they do whatever they can to get your attention.",5,4,0,3,0,1,0,snow,0,5,1.0,14 - 19,Snowshoe,0,United States,0,0,3,0,4,4,0,"Affectionate, Social, Intelligent, Sweet-tempered",,,5,"{'imperial': '7 - 12', 'metric': '3 - 5'}",https://en.wikipedia.org/wiki/Snowshoe_(cat)
60,5,5,"Fox Cat, Long-Haired Abyssinian",,,http://cfa.org/Breeds/BreedsSthruT/Somali.aspx,3,SO,SO,"The Somali lives life to the fullest. He climbs higher, jumps farther, plays harder. Nothing escapes the notice of this highly intelligent and inquisitive cat. Somalis love the company of humans and other animals.",4,5,0,3,0,2,0,soma,0,5,,12 - 16,Somali,0,Somalia,0,0,4,0,5,5,0,"Mischievous, Tenacious, Intelligent, Affectionate, Gentle, Interactive, Loyal",https://vcahospitals.com/know-your-pet/cat-breeds/somali,http://www.vetstreet.com/cats/somali,1,"{'imperial': '6 - 12', 'metric': '3 - 5'}",https://en.wikipedia.org/wiki/Somali_(cat)
61,5,5,"Canadian Hairless, Canadian Sphynx",,,http://cfa.org/Breeds/BreedsSthruT/Sphynx.aspx,4,CA,CA,"The Sphynx is an intelligent, inquisitive, extremely friendly people-oriented breed. Sphynx commonly greet their owners  at the front door, with obvious excitement and happiness. She has an unexpected sense of humor that is often at odds with her dour expression.",5,3,0,2,1,4,1,sphy,0,5,1.0,12 - 14,Sphynx,0,Canada,1,0,1,0,5,5,0,"Loyal, Inquisitive, Friendly, Quiet, Gentle",https://vcahospitals.com/know-your-pet/cat-breeds/sphynx,http://www.vetstreet.com/cats/sphynx,5,"{'imperial': '6 - 12', 'metric': '3 - 5'}",https://en.wikipedia.org/wiki/Sphynx_(cat)
62,5,5,Tonk,,,http://cfa.org/Breeds/BreedsSthruT/Tonkinese.aspx,4,CA,CA,"Intelligent and generous with their affection, a Tonkinese will supervise all activities with curiosity. Loving, social, active, playful, yet content to be a lap cat",5,5,0,1,0,1,0,tonk,0,5,1.0,14 - 16,Tonkinese,0,Canada,0,0,3,0,5,5,0,"Curious, Intelligent, Social, Lively, Outgoing, Playful, Affectionate",https://vcahospitals.com/know-your-pet/cat-breeds/tonkinese,http://www.vetstreet.com/cats/tonkinese,5,"{'imperial': '6 - 12', 'metric': '3 - 5'}",https://en.wikipedia.org/wiki/Tonkinese_(cat)
63,5,5,,,,,4,US,US,"The Toyger has a sweet, calm personality and is generally friendly. He's outgoing enough to walk on a leash, energetic enough to play fetch and other interactive games, and confident enough to get along with other cats and friendly dogs.",5,5,0,1,0,2,0,toyg,0,5,1.0,12 - 15,Toyger,0,United States,0,0,3,0,3,5,0,"Playful, Social, Intelligent",,http://www.vetstreet.com/cats/toyger,5,"{'imperial': '7 - 15', 'metric': '3 - 7'}",https://en.wikipedia.org/wiki/Toyger
64,5,5,Ankara,,,http://cfa.org/Breeds/BreedsSthruT/TurkishAngora.aspx,4,TR,TR,"This is a smart and intelligent cat which bonds well with humans. With its affectionate and playful personality the Angora is a top choice for families. The Angora gets along great with other pets in the home, but it will make clear who is in charge, and who the house belongs to",5,5,0,2,0,2,0,tang,0,5,,15 - 18,Turkish Angora,1,Turkey,0,0,2,0,5,5,0,"Affectionate, Agile, Clever, Gentle, Intelligent, Playful, Social",https://vcahospitals.com/know-your-pet/cat-breeds/turkish-angora,http://www.vetstreet.com/cats/turkish-angora,3,"{'imperial': '5 - 10', 'metric': '2 - 5'}",https://en.wikipedia.org/wiki/Turkish_Angora
65,5,5,"Turkish Cat, Swimming cat",,,http://cfa.org/Breeds/BreedsSthruT/TurkishVan.aspx,4,TR,TR,"While the Turkish Van loves to jump and climb, play with toys, retrieve and play chase, she is is big and ungainly; this is one cat who doesn’t always land on his feet. While not much of a lap cat, the Van will be happy to cuddle next to you and sleep in your bed. ",5,5,0,2,0,1,0,tvan,0,5,,12 - 17,Turkish Van,1,Turkey,0,0,3,0,4,4,0,"Agile, Intelligent, Loyal, Playful, Energetic",https://vcahospitals.com/know-your-pet/cat-breeds/turkish-van,http://www.vetstreet.com/cats/turkish-van,5,"{'imperial': '7 - 20', 'metric': '3 - 9'}",https://en.wikipedia.org/wiki/Turkish_Van
66,5,5,York,,,,4,US,US,"York Chocolate cats are known to be true lap cats with a sweet temperament. They love to be cuddled and petted. Their curious nature makes them follow you all the time and participate in almost everything you do, even if it's related to water: unlike many other cats, York Chocolates love it.",5,5,0,3,0,1,0,ycho,0,5,1.0,13 - 15,York Chocolate,0,United States,0,0,3,0,4,4,0,"Playful, Social, Intelligent, Curious, Friendly",,,5,"{'imperial': '12 - 18', 'metric': '5 - 8'}",https://en.wikipedia.org/wiki/York_Chocolate
